Country Code,Country,SDG Region,Sub-region,UNDP Region,Task Force Name,Description of Task Force,Type,Sector,Sector 2,#Men,#Women,Total,%Women,Leader Gender,Woman Leader,Composition Data,Composition Classification,Sources
GNB,Guinea-Bissau,Africa,Sub-Saharan Africa,Africa,High Commission on COVID-19 (Alta Comissáriado para a COVID-19) ,"The High Commission on COVID-19 replaced the Inter-Ministerial Committee on the Monitoring and Prevention of the Coronavirus by order of the president. The High Commission was established in order to coordinate actions to combat the pandemic and enter a more normal period so as to free up ministers for other tasks. In addition, the High Commission seeks to 1) stop the spread of Sars-Cov-2, 2) limit deaths due to the disease, and 3) limit the socioeconomic impact of the pandemic. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Woman,Yes,No,,https://acCOVID.com/index.php/2020/07/14/resumo-biografico-de-magda-robalo-alta-comissaria-do-COVID-19/; https://accovid.com/index.php/2020/09/10/hello-world/;%20https:/www.lusa.pt/article/F63wlrMB~TAXeM0ftCxlwTMSZM5iuSI1/COVID-19-governo-da-guiné-bissau-extingue-comissão-interministerial-e-vai-nomear-alto-comissário
GUY,Guyana,Americas,Latin America and the Caribbean,LAC,National COVID-19 Task Force (August 2020),"The National COVID-19 Task Force was reconfigured by the new president of Guyana on August 20th after dismantling the previous administration's National Task Force. It was formed with the goal of addressing medical responses in a collaborative way, as well as creating a COVID-19 impact socio-economic plan. It is composed of government policymakers and regional and international partners. In October 2020, the Task Force launched operation COVI-CURB to ensure compliance with measures put in place in response to COVID-19.",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://dpi.gov.gy/new-COVID-19-response-unit-to-be-established-president-ali/#more; 
https://dpi.gov.gy/prime-minister-launches-national-operation-to-fight-COVID-19/;
https://dpi.gov.gy/statement-on-the-covid-19-situation-in-guyana-by-prime-minister-hon-brigadier-mark-phillips-and-chair-of-the-national-covid-19-task-force/  This source indicates that the PM is the chairperson of the TF"
IDN,Indonesia,Asia,South-eastern Asia,Asia Pacific,COVID-19 Response Acceleration Task Force,"In March 2020, the President of Indonesia issued a Presidential Decree on the establishment of the COVID-19 Response Acceleration Task Force. The Task Force was led by the Head of the Indonesian National Board for Disaster Management and included representatives from various governmental bodies, such as the Ministry of Health, National Resilience Council and Indonesian Armed Forces. Even though the scope of the Task Force was multi-sectoral and served as an umbrella body for 34 ministries, it mostly focused on health-related matters. Accordingly, the main aim of the Task Force was to increase national resilience in the health sector, accelerate the handling of COVID-19 through coordination, anticipate the escalation of the disease and increase effective policymaking. The Task Force also had an Advisory Board which supported its work process. After the Task Force was dissolved in July 2020, its responsibilities were assigned to the COVID-19 Handling and National Economic Recovery Committee.",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://www.cnbcindonesia.com/news/20200313212424-4-144838/jokowi-tunjuk-doni-monardo-jadi-panglima-pemberantas-corona; 
https://www.cnnindonesia.com/nasional/20200720212317-20-526884/jokowi-bubarkan-gugus-tugas-percepatan-penanganan-COVID-19; 
https://en.wikipedia.org/wiki/COVID-19_Response_Acceleration_Task_Force;
https://covid19.go.id/;
https://www.humanitarianresponse.info/sites/www.humanitarianresponse.info/files/documents/files/msrp_extension_final_20201208.pdf"
IRN,Iran (Islamic Republic of),Asia,Southern Asia,Asia Pacific,National Task Force Against Coronavirus,"The National Task Force Against Coronavirus was established in Iran as a response to COVID-19. The Task Force is led by the Deputy Minister of Health and Medical Education and directs its work in four main dimensions, such as health, economic, social and legal.",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://www.president.ir/en/114242;
https://irangov.ir/detail/361156;
https://www.voanews.com/a/science-health_coronavirus-outbreak_senior-iranian-health-official-infected-coronavirus/6184803.html"
IRQ,Iraq,Asia,Western Asia,Arab States,Special National Committee,"In March 2020, the Special National Committee of Iraq was established by the Prime Minister. At the beginning, it was known as the COVID-19 Crisis Cell, one of the first government responses to COVID-19. The Committee is headed by the Minister of Health and Environment and includes various Ministers as well as the representatives from the Kurdistan Regional Government and other governmental authorities. The Committee was firstly tasked with monitoring and enforcing COVID-19 response, however after the creation of the Higher Committee for Health and National Safety, its scope of action was amended to oversee health and preventative measures in relation to COVID-19.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,https://www.mondaq.com/litigation-contracts-and-force-majeure/918130/covid-19-outbreak-in-iraq-and-the-official-outbreak-response
ISR,Israel,Asia,Western Asia,OECD,Israel Defense Force Coronavirus Task Force,"The Israel Defense Force (IDF) Coronavirus Task Force was established in July 2020 as a new subcommittee of the IDF to support the government response to COVID-19. The main aim of the Task Force was to hinder the spread of the virus,  reduce the COVID-19 related wait times, and provide better testing systems, epidemiological research, and quarantine measures in the country.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"https://www.idf.il/en/minisites/idfs-response-to-COVID-19/the-new-idf-coronavirus-task-force/;
https://www.timesofisrael.com/military-virus-squad-now-fully-operational-readies-for-feared-winter-outbreaks/"
ITA,Italy,Europe,Southern Europe,OECD,Operational Committee of the Department of Civil Protection (Comitato Operativo del Dipartimento della Protezione Civile) ,"The Operational Committee of the Department of Civil Protection (DCP) is a pre-existing Committee that ensures at the national level, the joint management and coordination of emergency response activities. It was reactivated on January 31, 2020, after the COVID-19 State of Emergency Declaration. The Committee has the objective of evaluating any news, data and requests coming from emergency-affected areas, defining intervention strategies and coordinating in a unitary framework the interventions of all the administrations and bodies involved in the emergency. It is chaired by the Head of the DCP and composed of representatives from operative structures within the national civil protection service and from the DPC, as well as: the armed forces, the fire department, police forces, the Italian Red Cross, the National Health Service, voluntary organizations and technical and scientific agencies. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,https://servizio-nazionale.protezionecivile.gov.it/it/comitato-operativo; https://www.protezionecivile.gov.it/it/comunicato-stampa/coronavirus--convocato-il-comitato-operativo-della-protezione-civile; https://www.protezionecivile.gov.it/it/normativa/decreto-del-presidente-del-consiglio-dei-ministri-del-27-maggio-2019; https://www.protezionecivile.gov.it/it/notizia/coronavirus--i-lavori-del-comitato-operativo-di-protezione-civile; 
JEY,Jersey,Europe,Northern Europe,OECD,Economic Council,"An Economic Council was created in July 2020 to plan for strong long and short term economic recovery from COVID-19. The Council aims to respond to the immediate economic crisis, recover from the economic recession, and renew the economy. The Council has experts along with local business representatives who contribute voluntarily to discuss ideas to support the economy. The Council is managed by Political Oversight Group which is led by the Chief Minister of Jersey Island.",Decision-Making,Economic,Multi-Sectoral,,,,,Man and Woman (co-chairs),Co-Chair,No,,https://www.gov.je/news/2020/pages/EconomicCouncil.aspx
KAZ,Kazakhstan,Asia,Central Asia,ECIS,Interdepartmental Commission on Prevention of the Emergence and Spread of Coronavirus Infection,The Interdepartmental Commission on Prevention of the Emergence and Spread of Coronavirus Infection works on elimination of the spread of coronavirus infection in the Republic of Kazakhstan. It consists of various ministry representatives to guide national policy.,Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,http://adilet.zan.kz/rus/docs/R2000000010
LBN,Lebanon,Asia,Western Asia,Arab States,Committee for Follow-up of Preventive Measures and Measures to Confront the Coronavirus,"The Committee to Follow-up on Preventive Measures and Procedures of Corona Virus grants recommendations regarding COVID-19 measures, such as national lockdowns and national health assessments. The Committee is composed of high-level government officials across relevant sectors, including public health, education, and defense. The Committee also invites representatives international organizations, including the WHO and UN, to its meetings. The Committee provides guidelines across government sectors and designates the relevant ministries to implement the measures. ",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"http://pcm.gov.lb/arabic/subpg.aspx?pageid=17327&parentid=38; 
http://drm.pcm.gov.lb/Media/News/Daily-situation-report-26-September,-2020_English.pdf"
LBN,Lebanon,Asia,Western Asia,Arab States,COVID-19 Vaccine National Coordinating Committee and Technical Groups,"The COVID-19 Vaccine National Coordinating Committee (NCC) and Technical Groups was created to ensure smooth and successful COVID-19 vaccine deployment through the creation of an effective coordination mechanism. The NCC was established in November 2020 for the successful planning, coordination and implementation of activities related to the vaccination plan. The NCC is composed of senior-level officials from the Ministry of Public Health (MoPH), in addition to UN agencies, World Bank, academia, external partners and private sector providers. The  primary  role  of  the  NCC  is  to  review  global level guidelines related to COVID-19 vaccines and incorporate them into the planning and preparations as needed, elaborate on the deployment plan, establish an operations room for coordination, information and communication, communicate with partners and the press, and monitor preparedness progress. The NCC is also responsible for the identification of target populations for COVID-19 vaccines.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,https://www.moph.gov.lb/userfiles/files/Prevention/COVID-19%20Vaccine/Lebanon%20NDVP-%20Feb%2016%202021.pdf
LSO,Lesotho,Africa,Sub-Saharan Africa,Africa,National Emergency Command Centre (NECC) ,"The National Emergency Command Centre (NECC) monitored and controlled behavioural change on COVID-19 and coordinated government response. The NECC was launched as an inter-ministerial committee comprising several government ministries, including health, tourism, environment and culture, and communications. The NECC was run by officers from different sectors and agencies of government, NGOs, and UN agencies who are grouped in their areas of professions. Those groups were then divided into 5 clusters: Logistics, Communication, Health and Social, Analysis and Security. Due to widespread suspicions of corruption and extravagant spending, the NECC was disbanded and reformed as NACOSEC under the new PM in June 2020.                ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://www.gov.ls/wp-content/uploads/2020/04/Press-Release-LOGISTICS1.pdf; 
http://lestimes.com/COVIDgate/"
LBR,Liberia,Africa,Sub-Saharan Africa,Africa,Executive Committee on Coronavirus (ECOC),"The president of Liberia instituted the Executive Committee on Corona Virus (ECOC) as the operational arm of Special Presidential Advisory Committee on Coronavirus (SPACOC). The ECOC focuses on community initiatives and outreach. On 7 April 2020, it was decided that the group would move away from advisory and consultative meetings and focus more on operational and community-oriented outreach. To that end, the President appointed a National Response Coordinator to the ECOC for a term of 9 months who provides supervision toward a single set of national strategic objectives for defeating COVID-19. The Coordinator also facilitates the National COVID-19 multi-sectorial response plan, in coordination with the UN, donor partners, Ministry of Health and National Public Health Institute of Liberia. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Woman,Yes,No,,"https://www.ituc-africa.org/COVID-19-Response-from-Liberia.html; 
https://www.emansion.gov.lr/2press.php?news_id=5140&related=7&pg=sp; 
https://www.emansion.gov.lr/doc/ADDRESS%20TO%20THE%20NATION.pdf"
LBR,Liberia,Africa,Sub-Saharan Africa,Africa,National Youth Taskforce Against COVID-19,"The Ministry of Youth and Sport launched the National Youth Taskforce Against COVID-19 in Liberia. The Taskforce was created to get young people involved with COVID-19 response efforts given the high rate of unemployment and vulnerability in this population. The Task Force is composed of several youth groups in the country. It is led by the Ministry of Youth and Sport. Among its goals are youth-targeted public awareness campaigns, and the distribution of food and hygiene materials.",Expert,Other,Other,,,,,Man,No,No,,"https://allafrica.com/stories/202003300171.html; 
https://www.facebook.com/116112588449006/posts/liberia-national-youth-taskforce-against-covid-19-communities-intervention-and-r/3086266594766909/;
https://allafrica.com/stories/202009040176.html"
LIE,Liechtenstein,Europe,Western Europe,OECD,"New Coronavirus 2019-nCoV Staff (Stab ""neues Coronavirus 2019-nCoV"")",New Coronavirus 2019-nCoV Staff was created by the government of Liechtenstein to monitor developments related to the COVID-19 and coordinate necessary measures. This task force established an official website that is regularly updated regarding COVID-19. The group members are cooperating with medical service providers to communicate information and key points regarding COVID-19. ,Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,https://www.regierung.li/de/mitteilungen/223226/?typ=news
MDV,Maldives,Asia,Southern Asia,Asia Pacific,National Emergency Operations Center,"The National Emergency Operations Centre (NEOC) was established in early March to oversee the activities of stakeholder agencies. It was co-chaired by the Minister of Health and Minister of Defense, and it collaborated closely with the National Disaster Management Authority (NDMA). The Centre developed the National Emergency Preparedness, Readiness and Response Plan. It was responsible for all COVID-19 containment and response efforts in the Maldives. Within the NEOC, there was also a multisectoral Technical Advisory Group which consists of technical experts dedicated to providing guidance on the COVID-19 response. On July 1, 2020, the Center dissolved.",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man and Woman (co-chairs),Co-Chair,No,,"https://www.who.int/docs/default-source/maldives/hs-response-to-COVID19-in-maldives-wco-june-2020.pdf?sfvrsn=eb72612a_2; 
https://unsdg.un.org/sites/default/files/2020-08/MDV_Socioeconomic-Response-Plan_2020.pdf; 
"
MDV,Maldives,Asia,Southern Asia,Asia Pacific,National Taskforce on Resilience and Recovery,"The National Taskforce on Resilience and Recovery was established by the President in collaboration with his Cabinet of Ministers to address the short to medium term challenges posed by COVID-19. This national-level mechanism allows for multi-agency and multi-sectoral coordination. The key mandate is to formulate strategies, in close coordination with and advice from relevant stakeholders, to revive the Maldives’ economy, boost economic growth, and relieve and realign the social sector to face new challenges. It coordinates the work of three separate working groups: Working Group on Finance; Working Group on Economic Recovery; Working Group on the Social Sector. While the Working Groups on Finance and Economic recovery focus on topics related to the macro-economic situation in the country, the Working Group on the Social Sector addresses social impacts of the pandemic on mental health, abuse of narcotics, domestic violence, children's' rights, and living conditions and repatriation of migrant workers.",Decision-Making,Economic,Multi-Sectoral,,,,,Man,No,No,,https://presidency.gov.mv/Press/Article/23335
MUS,Mauritius,Africa,Sub-Saharan Africa,Africa,High Level Committee on COVID-19 (High Level Committee sur la Covid-19),"In January 2020, the High Level Committee on COVID-19 was instituted to monitor the local and international COVID-19 epidemiological situation, rapidly share information between ministries and provide advice to the government on public health measures, with a specific focus on preventing the spread of the virus to the country. The permanent membership of the Committee is composed of government ministers from across sectors, including housing, finance, and defence. It also contains representatives from the civil service, the UN Resident Coordinator, and a WHO Representative. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://reliefweb.int/sites/reliefweb.int/files/resources/Mauritius%20Inter-Action%20Review%201%20COVID-19%20%20Report.pdf; 
https://www.afro.who.int/news/launching-mauritius-national-health-sector-strategic-plan-prime-minister; 
https://www.afro.who.int/news/who-representative-mauritius-met-president-republic-mauritius-discuss-COVID-19-and-health "
MEX,Mexico,Americas,Latin America and the Caribbean,LAC,National Committee on Health Security - Subcommittee on Emerging Diseases (Comité Nacional para la Seguridad en Salud),A Technical Subcommittee on Emerging Diseases was activated as part of the National Committee on Health Security to prepare and respond to the COVID-19 pandemic,Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"Information provided by UNDP/UN Women Country Office; 
https://consulmex.sre.gob.mx/vancouver/images/pdf/COVID-19_Preparacin_y_respuesta_Mxico_12mar20.pdf;
http://www.gob.mx/salud/prensa/se-reune-de-forma-extraordinaria-el-comite-nacional-para-la-seguridad-en-salud?idiom=es"
MCO,Monaco,Europe,Western Europe,OECD,Joint COVID-19 Monitoring Committee (Comité Mixte de suivi du COVID-19),"The Prince established a Joint COVID-19 Monitoring Committee in March of 2020 that is co-chaired by high-level government officials.  The Committee regularly brings together representatives of the Government and a delegation of elected members of the National Council. In particular, the Committee includes government representatives, and members of the National Council that are appointed by its president. The Joint Committee makes decisions on COVID-19 response topics such as: social and economic impacts, supply of medical equipment, support to business and safeguarding jobs, lockdown measures, testing and tracking policy, and the vaccination plan.",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://en.gouv.mc/Policy-Practice/Coronavirus-COVID-2019/Actualites/COVID-19-Second-meeting-of-Joint-COVID-19-Monitoring-Committee-held-on-Friday-3-April;
https://journaldemonaco.gouv.mc/Journaux/2020/Journal-8479/Ordonnance-Souveraine-n-8.018-du-26-mars-2020-instituant-un-Comite-Mixte-de-suivi-du-COVID-19;
https://www.conseil-national.mc/category/medias/communiques/page/2/;
https://www.conseil-national.mc/2020/03/29/la-premiere-reunion-du-comite-mixte-de-suivi-COVID-19-sera-capitale;
https://en.gouv.mc/monaco/search/(offset)/15/(class)/Actu-Theme-Admin-Publi-Fiche/(apresLe)/1585177199/(theme)/62-3325-3460-3617/(tri)/0/(limit)/5/(SearchText)/Joint%20Monitoring%20Committee/(advancedSearch)/on;
https://www.covid19healthsystem.org/countries/monaco/livinghit.aspx?Section=5.1%20Governance&Type=Section"
MAR,Morocco,Africa,Northern Africa,Arab States,Economic Monitoring Committee (Comité de Veille Economique),"Morocco established an Economic Monitoring Committee to confront the direct and indirect economic repercussions of COVID-19 on the national economy. The Ministry of Economy, Finance and Administration Reform coordinates the work of the Committee, which includes representatives from several government ministries, including Foreign Affairs, Agriculture, Health, and Tourism. It also includes Morocco’s central bank, Bank al-Maghrib, as well as the Professional Group of Moroccan Banks (GPBM); the General Confederation of Moroccan Businesses (CGEM); the Moroccan Federation of Trade, Industry, and Services; and the Moroccan Federation of Handicrafts. The Committee works to monitor the national economic situation in real time through and coordinates economic plans to stabilize vulnerable sectors of the economy. ",Decision-Making,Economic,Multi-Sectoral,,,,,Man,No,No,,"https://www.casainvest.ma/ar/%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1-%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9-%D9%83%D9%88%D9%81%D9%8A%D8%AF-19/%D9%84%D8%AC%D9%86%D8%A9-%D8%A7%D9%84%D9%8A%D9%82%D8%B8%D8%A9-%D8%A7%D9%84%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%D9%8A%D8%A9; 
https://www.finances.gov.ma/Publication/db/2021/DEPF_Synth%C3%A8se%20du%20REF_FR.pdf;
https://www.brookings.edu/wp-content/uploads/2020/12/MENA-Covid-19-Survey-Morocco.pdf"
MAR,Morocco,Africa,Northern Africa,Arab States,COVID-19 Vigilance Committee to Monitor the Supply of Energy Products (Comité de vigilance pour le suivi de l’approvisionnement en produits énergétiques),The Ministry of Energy has created the COVID-19 Vigilance Committee to monitor the supply of energy products on the market. The Committee brings together stakeholders from public and private sector to hold meetings that ensure that the supply of energy goods in the country is not interrupted. The Committee also informs the public on the energy supply. ,Decision-Making,Economic,Multi-Sectoral,,,,,Man,No,No,,https://fr.le360.ma/economie/covid-19-un-comite-de-vigilance-pour-le-suivi-de-lapprovisionnement-en-produits-energetiques-211052 
NAM,Namibia,Africa,Sub-Saharan Africa,Africa,COVID-19 Communication Centre,"The COVID-19 Communication Centre of Namibia, in collaboration with UN agencies and WHO, launched a COVID-19 Communication Centre, providing a platform for both government and private sectors to engage the public on key issues in relation to the COVID-19 lockdown guidelines. It is an initiative of the Minister of Health and Social Services and the Minister of Information, Communication and Technology.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,https://www.afro.who.int/news/namibia-launches-covid-19-communication-centre?country=45&name=Namibia
NRU,Nauru,Oceania,Micronesia,Asia Pacific,COVID-19 Taskforce,"In March 2020, The Nauru Government COVID-19 Taskforce was created. It is chaired by the Advisor to the Health Minister. The main responsibilities of the Taskforce include overseeing and managing all aspects of the government’s “Capture and Contain” strategy to ensure the safety of the Nauruan community. The early response efforts of the noted Taskforce focused on repatriation of Nauruan nationals, establishing in-country quarantining and testing capability, developing protocols and other controls, securing contingency supplies, training and securing personnel, hospital infrastructure upgrades, and procuring medical equipment and supplies. It also reviews the Vaccine Register database to draft reports on vaccine coverage by different target groups.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"http://naurugov.nr/media/121885/nauru_bulletin__04_24mar2020__208_.pdf;
http://naurugov.nr/media/145713/nauru_bulletin__02_25may2021__227_.pdf"
NPL,Nepal,Asia,Southern Asia,Asia Pacific,High Level Coordination Committee,"The High Level Coordination Committee was devoted to approval of guidelines, sanctions, administrative orders. As per the decision of the Council of Ministers, the High Level Coordinating Committee was dissolved in June 2020, and the COVID-19 Crisis Management Operations Center (CCMC) has taken over its responsibilities. This decision was due to an overlapping of members between the two committees. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,https://www.who.int/docs/default-source/nepal-documents/novel-coronavirus/health-sector-emergency-response-plan-COVID-19-endorsed-may-2020.pdf?sfvrsn=ef831f44_2
NPL,Nepal,Asia,Southern Asia,Asia Pacific,Incident Command System ,"The Incident Command System was established as part of Nepal's COVID-19 response that is chaired by the Secretary of the Ministry of Health and Population. It oversees various administrative functions of COVID-19 response, including operations, planning and budgeting, finance, logistics, and communications. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,https://www.who.int/docs/default-source/nepal-documents/novel-coronavirus/health-sector-emergency-response-plan-COVID-19-endorsed-may-2020.pdf?sfvrsn=ef831f44_2
NPL,Nepal,Asia,Southern Asia,Asia Pacific,Steering Committee,"The Steering Committee is responsible for relevant background policy research, formulating policies and guidelines. It acts as an expert health advisor to the Government, and it collaborates with local governments, global agencies, and service providers (e.g. hotels, restaurants). The Steering Committee works with the Health Emergency Operation Center (HEOC) and Department of Health Services for consultation on impact evaluation and  technical recommendations respectively. It is chaired by the Health Ministry Secretary. ",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,"https://www.adb.org/sites/default/files/linked-documents/54184-001-ssa.pdf; 
https://www.who.int/docs/default-source/nepal-documents/novel-coronavirus/health-sector-emergency-response-plan-COVID-19-endorsed-may-2020.pdf?sfvrsn=ef831f44_2; https://thehimalayantimes.com/nepal/govt-adopts-three-pronged-approach-to-fight-COVID-19/"
MNP,Northern Mariana Islands,Oceania,Micronesia,Asia Pacific,COVID-19 Task Force (CNMI COVID-19 Task Force),"The COVID-19 Task Force (CNMI COVID-19 Task Force) was established by the Governor to formalize ongoing response efforts, by bringing together key agencies of government. For example the TF works together with the Commonwealth Healthcare Corporation, a permanent public health oriented agency in the Northern Mariana Islands. On public health, the Task Force plays roles in facilitating testing, strengthening medical capacity, and implementing preventative measures. It also oversees economic response on measures such as austerity. The Task Force manages COVID-19 inquiries from the general public through its phone hotline and is also responsible for improving local hospital facilities and acquiring equipment. It is comprised of representatives from several government sectors including health care, security, tourism, finance, and education. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://mvariety.com/news/local/COVID-19-task-force-to-address-community-concerns/article_c5bd78b5-6295-558a-9713-5dac7df4318b.html; 
https://governor.gov.mp/news/press-releases/governors-COVID-19-task-force-receives-approval-from-oia-for-specialized-medical-equipment/; 
https://www.instagram.com/p/B9lV9yilt2g/"
PSE,Palestine (state of),Asia,Western Asia,Arab States,National Emergency Committee (NEC),"The National Emergency Committee (NEC) is headed by the Prime Minister and it is comprised of a number of political leaders and ministers. Together with Governor and Security Director Committees, it works to monitor and follow up the state of the epidemic globally and in Palestine. It leads the response and seeks an active engagement with donor and partners efforts. The NEC also launched a PAL-COVID19 Coordination Platform, which will enable international partners to ensure a coordinated response to COVID-19 in Palestine. The Prime Minister will chair the PAL-COVID-19 Coordination Platform, as a representative of the government, with active participation of the Ministries of Health and Finance and in coordination with key international partners. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"http://palestinecabinet.gov.ps/WebSite/Upload/Documents/Corona%20Crisis%20Management%20version%20Final%20English.pdf; 
http://www.palestinecabinet.gov.ps/portal/news/details/51400; 
https://reliefweb.int/sites/reliefweb.int/files/resources/15863766134.pdf;"
PAN,Panama,Americas,Latin America and the Caribbean,LAC,Health Emergency Operations Center (COE),"The Health Emergency Operations Center (COE) is the country's emergency system for responding to health crises and natural disasters that was created in 2005, with the goal of promoting, planning and maintaining coordination across levels of government and state and private institutions. It was re-activated by the Ministry of Health in January 2020 in response to COVID-19 with the mandate to monitor, recommend actions and initiate response preparations. The Ministry of Health is the primary body leading COVID-19 response, including the national vaccination program. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"https://covid19-evidence.paho.org/handle/20.500.12663/582
https://www.sinaproc.gob.pa/centro-de-operaciones-de-emergencia/
"
POL,Poland,Europe,Eastern Europe,OECD,Team for Monitoring and Forecasting the Course of the COVID-19 Epidemic,"In September 2020, the Minister of Health of Poland appointed the Team for Monitoring and Forecasting the Course of the COVID-19 Epidemic. It is composed of representatives of public institutions, experts and research groups and aims to exchange experiences and approaches to epidemiological forecasting related to COVID-19. The Team prepares weekly short- and medium-term forecasts of epidemic development and its work constitutes the basis for decision-making by the Crisis Management Team of the Government.",Decision-Making,Public Health,Public Health,,,,,Man,No,No,,http://dziennikmz.mz.gov.pl/DUM_MZ/2020/64/akt.pdf
PRI,Puerto Rico,Americas,Latin America and the Caribbean,LAC,Medical Task Force on COVID-19,"The Medical Task Force on COVID-19 was created by the Governor of Puerto Rico under the executive order on 12/03/2020. The general goal of the Task Force is to assist the Puerto Rico Department of Health in establishing an early, effective public health response to this epidemic. The main objectives are: 1) to reduce and stop the transmission of COVID-19 by doing rapid detection of cases; 2) to provide clinical guidelines; and 3) to minimize the impact of the epidemic on the healthcare system, social services, and community. The Task Force works as an independent advisory board and is composed by public health specialists and physicians with extensive clinical and research experience. ",Expert,Public Health,Public Health,,,,,Man,No,No,,"https://www.pr.gov/Pages/default.aspx;
http://www.lexjuris.com/Ordenes/OE-2020-026.pdf;  "
QAT,Qatar,Asia,Western Asia,Arab States,National Strategic Group on COVID-19,"The National Strategic Group on COVID-19 is an advisory group to the government that monitors COVID-19 rates, provides regular updates, and public health advice. The Group is active in establishing standards for the vaccine and overseeing its distribution. ",Expert,Public Health,Public Health,,,,,Man,No,No,,"https://covid19.moph.gov.qa/EN/Last-Press-Conference/Pages/default.aspx; 
https://hongkong.consulate.qa/en/media/news/detail/1442/01/14/chair-of-national-strategic-group-on-covid-19-confirms-qatar's-success-in-facing-pandemic"
QAT,Qatar,Asia,Western Asia,Arab States,National COVID-19 Committee,The National Committee for Coronavirus was established by The Supreme Committee for Crisis Management and chaired by the Minister of Public Health. Members of the Committee come from different sectors to implement the cross-government approach recommended by the national plan. The Committee is a decision-making body in the government and proposes recommendations in response to the situation.,Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Woman,Yes,No,,"https://www.moph.gov.qa/Style%20Library/MOPH/Videos/COVID-19%20REPORT%20WEB.pdf;
https://www.thepeninsulaqatar.com/article/10/08/2020/Minister-of-Public-Health-praises-role-of-National-Command-Center-in-Qatar-s-COVID-19-measures"
KOR,Republic of Korea,Asia,Eastern Asia,Asia Pacific,Repatriation of Korean Nationals Task Force,The Repatriation of Korean Nationals Task Force was established in March 2020 to support the repatriation of Korean nationals actively seeking to return to Korea. The Task Force is led by the Second Vice Minister of Foreign Affairs. ,Decision-Making,Other,Other,,,,,Man,No,No,,https://www.mois.go.kr/cmm/fms/FileDown.do?atchFileId=FILE_00096799-EI8D-P&fileSn=0
KOR,Republic of Korea,Asia,Eastern Asia,Asia Pacific,COVID-19 New International Cooperation Task Force,"The COVID-19 New International Cooperation Task Force was launched by the Ministry of Foreign Affairs to respond more systematically and effectively to the international cooperation in ending the COVID-19 pandemic. It is an intra-ministerial group comprised of 20 members from 4 divisions: General Planning Team, Multilateral Diplomacy Promotion Team, Quarantine and Development Cooperation Team, Treaty and Law Group. The Task Force covers areas of international development cooperation, multilateral diplomacy and treaties, and legislation. ",Decision-Making,Multi-Sectoral,Multi-Sectoral,,,,,Man,No,No,,"http://www.mofa.go.kr/www/brd/m_4080/view.do?seq=370169&srchFr=&amp;srchTo=&amp;srchWord=&amp;srchTp=&amp;multi_itm_seq=0&amp;itm_seq_1=0&amp;itm_seq_2=0&amp;company_cd=&amp;company_nm=&page=1 ;
https://donortracker.org/South-Korea-launches-task-force-global-cooperation-COVID-19"
